name,id,metroArea,lat,lng,capacity
Xcel Energy Center,624,Twin Cities,44.94344,-93.10015,18568
Allstate Arena,674,Chicago,42.0047854,-87.8878325,18500
TD Garden,518,Boston / Cambridge,42.36619,-71.06215,17565
Spectrum Center,3382549,Charlotte,35.22509,-80.83922,
State Farm Arena,4123584,Atlanta,33.75723,-84.39634,
BB&T Center,2008454,Fort Lauderdale,26.155362,-80.33023,20737
"The Colosseum, Caesar's Windsor",30680,Windsor,42.3206655,-83.0354572,
"Petrillo Music Shell, Grant Park",89761,Chicago,41.8783859,-87.6206769,
Common Ground Festival,2894693,Grand Rapids,42.7436523,-84.5524843,
The Grand Theater at Foxwoods Resort Casino,16384,Mashantucket,41.4729,-71.96012,
The Forum,16272,Los Angeles,33.9582,-118.34053,17505
PNE Amphitheatre,150728,Vancouver,49.2815505,-123.0362007,7000
"Great Lawn, Central Park",129540,New York,40.77007,-73.95802,60000
Hollywood Bowl,7211,Los Angeles,34.11137,-118.33624,17376
Microsoft Theater,945,Los Angeles,34.04429,-118.2656,7100
Six Flags Fiesta Texas,87078,San Antonio,29.6263532,-98.6109029,
Rodeo Houston,891581,Houston,29.68716,-95.40546,
Capital Pride Festival,2939393,Washington,38.89359,-77.02368,
Xfinity Center,29417,Providence,41.99443,-71.21065,19900
Canalside,2254449,Buffalo,42.8759952,-78.8775161,
Singapore Indoor Stadium,1466343,Singapore,1.300506,103.874585,
Ben Franklin Parkway,4012979,Philadelphia,39.96826,-75.17497,
"Bizkaia Arena, BEC",878321,Bilbao,43.28778,-2.99037,26000
Bill Graham Civic Auditorium,65,SF Bay Area,37.77851,-122.41747,7000
Ziggo Dome,1603193,Amsterdam,52.31345,4.93719,17000
Sportpaleis,62540,Antwerp,51.2303,4.44181,23459
Mercedes-Benz Arena,31898,Berlin,52.50596,13.43874,17000
Oslo Spektrum,34267,Oslo,59.9126,10.75479,8700
ERICSSON GLOBE/Stockholm Live,817536,Stockholm,59.29417,18.08082,13850
Royal Arena,3324844,Copenhagen,55.62575,12.5737,
LANXESS arena,31006,Cologne,50.93896,6.98413,19500
ACCORHOTELS ARENA,3120894,Paris,48.83861,2.37862,17000
Olympiahalle,46871,Munich,48.17146,11.54196,15500
Unipol Arena,48222,Bologna,44.4858825,11.2483012,11000
Pala Alpitour,2699863,Turin,45.04206,7.65256,
Palau Sant Jordi,34191,Barcelona,41.3624135,2.1556646,
Altice Arena,30267,Lisbon,38.76757,-9.09455,20000
Sud de France Arena,1008586,Montpellier,43.5739728,3.9472768,
Hallenstadion,29550,Zürich,47.41161,8.55166,13000
TAURON Arena Kraków,2935043,Krakow,50.06915,19.98735,
Wiener Stadthalle,514381,Vienna,48.2011611,16.333524,16000
The SSE Hydro,2443719,Glasgow,55.86086,-4.28813,13000
Manchester Arena,17602,Manchester,53.48731,-2.24335,21000
Utilita Arena Birmingham,17383,Birmingham,52.48041,-1.91408,15800
First Direct Arena,2298254,Leeds,53.80368,-1.54384,13000
3Arena,29945,Dublin,53.34594,-6.22742,14500
The O2,17532,London,51.50094,0.00536,20000
National Arts Centre / Centre national des Arts,96821,Ottawa,45.42319,-75.69395,3670
FirstOntario Concert Hall,30068,Hamilton,43.2567649,-79.872093,
Centre in the Square,35357,Kitchener,43.454274,-80.48466,2047
Meridian Hall (formerly Sony Centre for the Performing Arts),6181,Toronto,43.64682,-79.37667,3200
Burton Cummings Theatre,30032,Winnipeg,49.8958,-97.14366,
Conexus Arts Centre,37206,Regina,50.4287,-104.59802,
Northern Alberta Jubilee Auditorium,35664,Edmonton,53.52279,-113.52701,
Grey Eagle Event Centre,2584098,Calgary,51.00793,-114.14105,
Queen Elizabeth Theatre,9403,Vancouver,49.28038,-123.11267,2765
Moda Center,15913,Portland,45.53161,-122.66729,20000
Rogers Arena,1064316,Vancouver,49.27766,-123.10811,19700
Rogers Place,2815058,Edmonton,53.54679,-113.49601,
SaskTel Centre,30050,Saskatoon,52.1890987,-106.6764741,
Bell MTS Place (formerly MTS Centre),30046,Winnipeg,49.8926223,-97.1436897,16345
Wells Fargo Arena,5149,Des Moines,41.592634,-93.620982,
Van Andel Arena,576,Grand Rapids,42.9621,-85.67158,
Fiserv Forum,3985714,Milwaukee,43.04497,-87.91716,
Enterprise Center,3912309,St Louis,38.62643,-90.20262,
Pechanga Arena,4124179,San Diego,32.75518,-117.21231,
Golden 1 Center,3144639,Sacramento,38.58021,-121.49935,17608
Sprint Center,1495,Kansas City,39.0971547,-94.5810277,
AT&T Center,671,San Antonio,29.42702,-98.43732,
Toyota Center,504,Houston,29.75198,-95.36218,
AmericanAirlines Arena,5065,Miami,25.781232,-80.187805,19600
Amway Center,2035394,Orlando,28.54878,-81.38691,
Bridgestone Arena,883686,Nashville,36.15995,-86.77857,
Little Caesars Arena,3479984,Detroit,42.34195,-83.05469,
Prudential Center,706,Newark,40.733747,-74.170268,18711
Canadian Tire Centre,30665,Ottawa,45.2927317,-75.9300971,20500
Bell Centre,30662,Montreal,45.49603,-73.56948,21273
Mohegan Sun Arena,56485,Providence,41.49173,-72.09092,9000
Rogers Centre,35288,Toronto,43.641658,-79.3918064,50000
Pier 97 at Hudson River Park,2606333,New York,40.76542,-73.98382,
Today Show Plaza,2321249,New York,40.7593755,-73.9799726,
PlayStation Theater,1126176,New York,40.7576068,-73.9861364,2100
The Fillmore,3019369,Philadelphia,39.96609,-75.13663,
The Anthem,3552789,Washington,38.88009,-77.02611,6000
Coca-Cola Roxy,3487204,Atlanta,33.88736,-84.47154,
Old National Centre,936606,Indianapolis,39.77462,-86.15055,
Rosemont Theatre,1540798,Chicago,41.97624,-87.86432,4300
Mystic Lake Casino Hotel,530,Twin Cities,44.72963,-93.47499,
The Sylvee,3889439,Madison,43.0808017,-89.3748235,
The Moore Theatre,1109,Seattle,47.6116891,-122.3415211,
Arlene Schnitzer Concert Hall,2328,Portland,45.5168547,-122.6811831,2776
The Granada - Ca,4013429,Los Angeles,34.43309,-119.68178,
The Novo by Microsoft,2871953,Los Angeles,34.0449376,-118.2654979,
MGM Grand Garden Arena,33948,Las Vegas,36.10225,-115.16997,
The Cosmopolitan of Las Vegas,1192011,Las Vegas,36.11017,-115.17511,
South Side Ballroom at Gilley's,2262874,Dallas - Fort Worth,32.768777,-96.797987,3000
"Bass Concert Hall, University of Texas",36556,Austin,30.2851,-97.73065,
Revention Music Center,2861788,Houston,29.76244,-95.36718,2900
O'Brien's Pub,57468,Boston / Cambridge,42.35527,-71.13284,
Jorge Hernandez Cultural Center,87049,Boston / Cambridge,,,
The Bongo Club,3899,Edinburgh,55.94826,-3.19258,
The Exchange,59169,Edinburgh,55.9449115,-3.2121228,
King's Arms,35578,Auckland,-36.861625,174.7578575,
The Rutledge,14968,Nashville,36.1566926,-86.7741859,
Massachusetts Youth Pride,157358,Boston / Cambridge,,,
The Middle East - Downstairs,7694,Boston / Cambridge,42.363697,-71.1013086,550
Anon Salon,519666,SF Bay Area,,,
Fete La Boum,519031,SF Bay Area,,,
Bush Hall,17541,London,51.5062847,-0.2314873,400
Club 608,487876,Seattle,,,
Berbati's Pan,287,Portland,45.5225315,-122.6726956,
The Living Room,4648,Providence,41.8295691,-71.4285387,
Private Farmland,50636,Ballarat,,,
WOW Hall,404,Salem,44.051208,-123.097057,400
Providence Piers,28749,Providence,41.80832,-71.4037371,
Housing Works,518796,Reading,,,
Boston Symphony Hall,4431,Boston / Cambridge,42.34292,-71.08568,
Great American Music Hall,1261,SF Bay Area,37.7851024,-122.4187635,600
Lakeshore Theater,315,Chicago,41.9394595,-87.6443781,
Logo,1406653,Hamburg,53.5645569,9.9837483,450
Institute of Contemporary Arts (ICA),18266,London,51.5064015,-0.1346985,350
Auntie Annie's,7803,Belfast,54.59154,-5.93248,
Cabaret Voltaire,3352,Edinburgh,55.94926,-3.18764,
The Custard Factory,16916,Birmingham,52.4759918,-1.8899505,
Club Academy,801721,Manchester,53.4641082,-2.2314899,620
Manchester Academy 3,16778,Manchester,53.4641,-2.23149,450
Thekla,7250,Bristol,51.44898,-2.59417,400
O2 Academy Sheffield,12783,Sheffield,53.37893,-1.46731,2350
KOKO,13725,London,51.534617,-0.138338,1410
Knaack,50009,Berlin,52.5303844,13.425984,
Beatpol,34286,Dresden,51.0649594,13.6748053,500
Kulturhaus Karlstorbahnhof,51573,Heidelberg,49.41473,8.71904,
Abart,32250,Zürich,47.3616674,8.5224279,
Musicdrome,29659,Milan,45.4727234,9.1327802,
Szene Wien,53764,Vienna,48.17538,16.40808,500
59:01:00,31721,Munich,48.1350627,11.5659255,
La Boule Noire,46999,Paris,48.88251,2.34022,
De Helling,560151,Utrecht,52.07704,5.12194,
Melkweg,29533,Amsterdam,52.36484,4.88127,
Variety Playhouse,1370,Atlanta,33.76362,-84.35096,1000
Toad's Place,4855,Bridgeport,41.31157,-72.92936,
Mr. Smalls Theatre,32492,Pittsburgh,40.48127,-79.97268,800
Virgin Mobile Mod Club,20837,Toronto,43.6551497,-79.4190584,600
The Magic Bag,2024,Detroit,42.4617425,-83.1349676,300
Bluebird Theater,10459,Denver,39.7404,-104.94842,400
Richard's on Richards,20848,Vancouver,49.27756,-123.1217,
The Showbox,5621,Seattle,47.60879,-122.33999,1100
Wonder Ballroom,1433,Portland,45.54078,-122.66348,778
Bimbo's 365 Club,1236,SF Bay Area,37.8038712,-122.4152826,685
Electric Ballroom,16762,London,51.5396805,-0.1430625,1100
Divan du Monde,44646,Paris,48.8824218,2.3396141,500
Gaswerk Kulturzentrum,60548,Winterthur,47.4945654,8.7077457,650
Fri-Son,33498,Fribourg,46.7949046,7.1518968,
LE BIKINI,584816,Toulouse,43.55381,1.48331,
La [2],71145,Barcelona,41.37457,2.16959,900
Sala Caracol,30959,Madrid,40.40417,-3.70011,
The Sugar Club,37993,Dublin,53.3355007,-6.2566432,350
The Tivoli,32193,Brisbane,-27.4521183,153.0315985,
Corner Hotel,34999,Melbourne,-37.8250057,144.9926806,
The Studio,49570,Auckland,-36.858172,174.7574136,
House of Blues,30866,Houston,29.75393,-95.36406,1500
Double Down,3032,Jacksonville,29.6503976,-82.3270309,
State Theatre,6623,St Petersburg,27.771472,-82.64337,
Highline Ballroom,222,New York,40.7430022,-74.0059194,700
The Bridge,486686,Boston / Cambridge,,,
Town Hall Seattle,3198,Seattle,47.60903,-122.32995,
San Diego Woman's Club,49091,San Diego,32.731905,-117.161827,
Glav Club,487341,St. Petersburg,59.9342802,30.3350986,
The Picture House,2148479,Edinburgh,55.9482273,-3.2061817,1500
Union Chapel,1816,London,51.5443277,-0.1028893,800
The Underworld,3565,London,51.538488,-0.142103,500
Münze,867191,Berlin,52.5161129,13.4091199,
The Arts House,1173516,Singapore,1.288558,103.851072,
Port City Music Hall,611581,Portland,43.65642,-70.26046,530
Pearl Street Ballroom,54337,Springfield,42.31889,-72.62746,
The State Theatre,79584,Washington,38.88306,-77.16987,800
ArtsCenter,80560,Durham,35.910267,-79.068915,
Bijou Theatre,1156,Knoxville,35.96234,-83.9170089,
The Social,936,Orlando,28.543145,-81.379179,450
Théâtre Trianon,759186,Bordeaux,44.84221,-0.57816,
CaféMusic',87005,Mont De Marsan,43.88991,-0.50443,
Vienna Arena / Arena Wien,29983,Vienna,48.18783,16.41287,16000
"E-werk, Großer Saal",1516098,Freiburg,47.99406,7.8334,
Sydney Opera House,35565,Sydney,-33.8630824,151.2129154,
The A & I Hall,77672,Gold Coast,-28.68594,153.5247,
The Zoo,34997,Brisbane,-27.457818,153.036069,
Bodega,86395,Wellington,-41.2926058,174.7733143,
Al's Bar,35584,Christchurch,-43.5384503,172.6384711,
Teatr Muzyczny Capitol,855866,Wrocław,51.1008719,17.0303613,
Klub Powiększenie,660871,Warsaw,52.232815,21.0188627,
American Repertory Theater,103293,Boston / Cambridge,42.37491,-71.12302,
Harvard Square,29193,Boston / Cambridge,42.3731067,-71.1202188,120000
Òran Mór,8392,Glasgow,55.8773722,-4.2891382,550
Jazz Cafe,7404,London,51.53871,-0.14308,350
L'Européen,94453,Paris,48.8838116,2.3264876,
Kampnagel,47664,Hamburg,53.58375,10.02229,
Babylon,608206,Berlin,52.5259546,13.4111605,
Arenberg,63082,Antwerp,51.21529,4.40807,
The Cedar Cultural Center,5738,Twin Cities,44.96944,-93.2476,625
Park West,1406,Chicago,41.9184444,-87.6373875,
Great Hall,51047,Toronto,43.64325,-79.42208,900
Lucille Lortel Theatre,219698,New York,40.7333549,-74.0053447,
Back Bay Events Center,1093911,Boston / Cambridge,42.349759,-71.072595,
Oberon,925231,Boston / Cambridge,42.3731067,-71.1202188,
Liberty Hotel,752031,Boston / Cambridge,42.3614479,-71.0706188,
Berklee Performance Center,834,Boston / Cambridge,42.3469816,-71.0874215,1215
"Concert Hall, Sydney Opera House",781986,Sydney,-33.8567844,151.2152967,
Great Northern Hotel,996521,Newcastle,-32.9271673,151.7847336,
National Gallery of Australia,1118361,Canberra,-35.3009116,149.1340781,
Fly By Night Musicians Club,183893,Perth,-32.05372,115.74993,
The Northern,816136,Gold Coast,-28.64317,153.61257,
The Old Museum,119004,Brisbane,-27.45274,153.02891,
Dam Square,55746,Amsterdam,,,
Maxwell's,252,Jersey City,40.7495679,-74.026647,
The Bell House,33018,New York,40.6735155,-73.9917604,
The Arches,3833,Glasgow,55.85835,-4.25869,2000
Heaven,30405,London,51.50808,-0.12407,1000
British Library,32173,London,51.5297852,-0.1273748,
The North Park Theatre,2326,San Diego,32.748049,-117.131129,1100
City Hall,49222,Los Angeles,34.053571,-118.242993,
Wilshire Ebell Theatre,3221,Los Angeles (LA),34.06064,-118.32506,
Brava Theater Center,14494,SF Bay Area,37.7528,-122.40794,
Palace of Fine Arts,33807,SF Bay Area,37.8028301,-122.4483903,
Aladdin Theater,1207,Portland,45.501102,-122.654253,600
Roter Salon der Volksbühne,234403,Berlin,52.52695,13.4114,
Village Underground,628031,London,51.5237877,-0.0780335,680
Public Works,1108926,SF Bay Area,37.7690379,-122.4194072,
Pop Tart Gallery,1888938,Los Angeles,,,
The Queen's Hall,17330,Edinburgh,55.9414944,-3.1815025,900
"Fisher Center for the Performing Arts, Bard College",1263301,Annandale On Hudson,42.0312839,-73.902607,
Tipitina's Uptown,339,New Orleans,29.91741,-90.10089,
Fitzgerald's,646361,Houston,29.7818142,-95.388071,
Gothic Theatre,5229,Denver,39.657633,-104.988015,1100
Amoeba Music,57614,Los Angeles,34.09777,-118.32907,
Commodore Ballroom,30021,Vancouver,49.28065,-123.12089,990
Neptune Theatre,1276526,Seattle,47.66117,-122.31402,1000
Manchester Cathedral,50028,Manchester,53.4860268,-2.2448122,1103
Queen Margaret Union (QMU),36718,Glasgow,55.8736859,-4.2915528,900
C-Club,1908678,Berlin,52.4844412,13.392349,800
TRIX,61048,Antwerp,51.21959,4.44852,432
LA MAROQUINERIE,31720,Paris,48.86851,2.39202,500
Phoenix Concert Theatre,43092,Toronto,43.66473,-79.37417,
Turner Hall Ballroom,8504,Milwaukee,43.04389,-87.91549,
Echoplex,4665,Los Angeles,34.0775855,-118.2606087,680
18th Floor at Hilton Garden Inn,867526,Austin,30.2649899,-97.7342034,
Calvin Theatre & Performing Arts Center,1440,Springfield,42.319972,-72.630079,
Milwaukee Summerfest,198148,Milwaukee,43.0346475,-87.8994041,
O2 Ritz Manchester,17621,Manchester,53.47399,-2.24365,1500
The Roundhouse,17874,London,51.54296,-0.1492,3000
O2 Academy Bristol,360426,Bristol,51.4539,-2.60035,1601
O2 Institute Birmingham,90238,Birmingham,52.47556,-1.88745,1500
San Fran,35576,Wellington,-41.2941,174.77546,500
Somerville Theatre,1405,Boston / Cambridge,42.39672,-71.12307,900
Barby Club,59816,Tel Aviv-Jaffa,32.0512919,34.7698303,
Grünspan,2153069,Hamburg,53.5518261,9.9580519,
Kesselhaus in der Kulturbrauerei,664826,Berlin,52.5403844,13.4141428,
Klub Studio,49621,Krakow,50.06804,19.9082,
The Factory,44282,Milan,45.471096,9.2524773,
"Ampere, Muffatwerk",2047714,Munich,48.13321,11.58971,
Town Hall,2872,New York (NYC),40.75612,-73.98445,1500
Iprc,2472539,Portland,45.5050075,-122.6554675,
Spiegeltent,129181,Sydney,-33.8729624,151.2085255,
Royale,895621,Boston / Cambridge,42.34995,-71.06566,1000
Sixth & I,2601,Washington,38.90063,-77.02026,800
First Unitarian Church,10848,Philadelphia,39.95239,-75.1762,
Thalia Hall,1434818,Chicago,41.85773,-87.65733,
"Kanbar Hall, Jewish Community Center",1882938,SF Bay Area,37.787374,-122.4473551,
First Unitarian Church - Los Angeles,1838718,Los Angeles,34.0576895,-118.2903953,700
Federation Concert Hall,1216056,Hobart,-42.88074,147.33345,
Cuisine En Locale,2635093,Boston / Cambridge,42.388224,-71.103866,300
Liberty Hall at the Ace Hotel,2052789,New York,40.74574,-73.98826,
"A.J. Fletcher Opera Theater, Duke Energy Center",502156,Raleigh,35.77126,-78.63961,600
WorkPlay Theatre,1452,Birmingham,33.509616,-86.797468,450
Civic Theatre,2372864,New Orleans,29.95003,-90.07409,
Paramount Theatre,33724,Austin,30.26945,-97.7421,
St George's Bristol,4022,Bristol,51.45344,-2.60448,500
RNCM Theatre,1078211,Manchester,53.4641082,-2.2314899,607
City Varieties Music Hall,1681,Leeds,53.7989501,-1.5431466,
Limelight,16572,Belfast,54.5931969,-5.9307416,
Bearsville Theater,53310,Woodstock,42.04095,-74.1179,
Columbus Theatre,2850,Providence,41.82041,-71.42637,
"Event Center Arena, SJSU",6712,SF Bay Area,37.3350794,-121.8807548,
Everett Performing Arts Center,238678,Seattle,47.9815556,-122.2075689,600
First Parish Unitarian Universalist Church,780291,Boston / Cambridge,42.45005,-71.23193,
Le Poisson Rouge,28184,New York (NYC),40.7285,-74.00004,700
Basilica,3310989,Hudson,42.25286,-73.79096,
Courtyard Theatre,8333,London,51.52804,-0.08344,200
Royal Albert Hall,17538,London,51.50079,-0.17815,5544
The Liquid Room,17333,Edinburgh,55.9486114,-3.1937247,700
WUK Werkstätten- u Kulturhaus,521021,Vienna,48.2232818,16.3514158,
Konzerthaus,34287,Vienna,48.2009001,16.377345,
Huxley's Neue Welt,29588,Berlin,52.48624,13.42176,1600
Die Kantine,584886,Cologne,50.99871,6.93936,
Swyer Theater - The Egg,78889,Springfield,42.64994,-73.76089,450
Queen Elizabeth Theatre,35382,Toronto,43.63271,-79.42134,
The Woman's Club of Minneapolis,47603,Twin Cities,44.968414,-93.2859718,630
Boulder Theater,30382,Denver,40.019138,-105.277207,
Culture Room,879,Fort Lauderdale,26.16606,-80.1176,
Woodfordia,1256641,Brisbane,-26.91593,152.76124,
Rough Trade NYC,2469314,New York,40.7209863,-73.9598502,250
DNA Lounge,7516,SF Bay Area,37.7711,-122.41261,
Muffathalle,33264,Munich,48.13321,11.58971,
Fabrik,45488,Hamburg,53.55655,9.92912,1200
Maimarkt-Gelände,111158,Mannheim,49.46924,8.52269,
Porgy & Bess,49352,Vienna,48.20697,16.37674,
Landschaftspark Duisburg-Nord,2869163,Duisburg,51.4812307,6.7846141,
Brooklyn Bazaar,1969114,New York,40.72992,-73.95463,600
Spier Wine Estate,473476,Stellenbosch,-33.9735508,18.7821798,
The Fox Junction,3772489,Johannesburg,-26.20803,28.03264,
Knitting Factory Concert House - Spokane,31807,Spokane,47.65701,-117.42601,1500
HiFi Music Hall,2942628,Salem,44.0518115,-123.0922993,600
Sage Gateshead,1763,Newcastle Upon Tyne,54.96727,-1.60308,1600
Birmingham Town Hall,1770,Birmingham,52.47927,-1.90299,2262
St George's Hall,35369,Liverpool,53.40945,-2.97989,
Lyric Theatre,1608979,Swansea,51.8567752,-4.3055986,
Bath Forum,124481,Bath,51.37864,-2.36049,
Open,1580313,Norwich,52.6297139,1.2976483,
Gatsby's Drug Store,4133524,London,51.50058,-0.08907,
National Concert Hall,55270,Dublin,53.334505,-6.258248,
Colony,71530,Woodstock,42.04252,-74.11815,
The Rialto Theatre,1506,Tucson,32.22195,-110.96664,1200
Detroit Opera House,2673,Detroit,42.33601,-83.04871,2700
South by Southwest (SXSW),37999,Austin,,,
Monument-National,122814,Montreal,45.50916,-73.5625,
National Theatre,16368,Washington,38.8962,-77.03046,
Temple Performing Arts Center - Lew Klein Hall,4122299,Philadelphia,,,
"The O'Shaughnessy, St. Catherine University",3218,Twin Cities,44.92472,-93.18229,
The Warfield,949,SF Bay Area,37.7826598,-122.4101811,2250
Ace Hotel Los Angeles,4012099,Los Angeles,34.03901,-118.26728,
Cobb Energy Performing Arts Centre,2878,Atlanta,33.8844269,-84.4583631,
Arvest Bank Theatre at The Midland,16906,Kansas City,39.09885,-94.58346,
Chan Centre for the Performing Arts,35354,Vancouver,49.26831,-123.25789,1185
"Theater, Admiralspalast",507751,Berlin,52.520817,13.3883429,1600
Alte Kongresshalle,517046,Munich,48.13184,11.54454,
Capitol Offenbach,29611,Offenbach,50.1092015,8.7572802,
"Stefaniensaal, Congress Graz",100265,Graz,47.07435,15.4548,
Theaterhaus,39524,Stuttgart,48.8105863,9.1791857,
Colosseum Theater,48255,Essen,51.45898,7.00306,
DE ROMA,131117,Antwerp,51.21375,4.44011,1850
"Laeiszhalle Hamburg, Großer Saal",665206,Hamburg,53.5553,9.97965,
Haus Auensee,29544,Leipzig,51.37027,12.31525,2500
Le Bataclan,29994,Paris,48.86306,2.37082,1500
De La Warr Pavilion,196988,Brighton,50.8378168,0.4735868,220
St David's Hall,1723,Cardiff,51.4788208,-3.1758708,1500
Cambridge Corn Exchange,1757,Cambridge,52.2043925,0.1194611,1800
Cork Opera House,45854,Cork,51.8998989,-8.4725658,1000
Ulster Hall,43109,Belfast,54.5957104,-5.9313853,
University Concert Hall,58125,Limerick,52.67359,-8.57244,
Carnegie Hall,4547,Edinburgh,56.071799,-3.4558437,
The City Halls,44902,Glasgow,55.85825,-4.24573,
Albert Hall,2201969,Manchester,53.4781518,-2.2484172,550
Grand Opera House,17644,York,53.9568035,-1.0824246,
Tyne Theatre,3015089,Newcastle Upon Tyne,54.97069,-1.62136,
"Canberra Theatre, Canberra Theatre Centre",658611,Canberra,-35.28052,149.13086,1239
Bonython Hall,3967674,Adelaide,,,
Enmore Theatre,3851289,Sydney,,,
Perth Festival,1275106,Perth,,,
